id,legalName,RoadNameAddress,AdministrativeNeighborhood
483,마실,전북 군산시 옥구읍 할미로 151,옥구읍
484,스타커피,전북 군산시 대학로 420-1,나운3동
485,하모니카,전북 군산시 송산1길 3-1,신풍동
486,한국생태연구원,전북 군산시 은파순환길 174-9,나운3동
487,군산꼬기냉면,전북 군산시 팔마로 61-1,신풍동
488,밥심도시락,전북 군산시 싸전길 19,중앙동
489,갤러리해밀,전북 군산시 상지곡안4길 50-1,수송동
490,민들레,전북 군산시 싸전길 19,중앙동
491,황금어장,전북 군산시 상지곡1길 20,수송동
492,홍대라패군산대점,전북 군산시 미제2길 29,나운3동
493,어로포차,전북 군산시 부원로 27,나운3동
494,브이알카페,전북 군산시 내항1길 59,월명동
495,원조삼거리곱창,전북 군산시 동메2길 32-2,수송동
496,군산홍차이야기,전북 군산시 동령길 22-1,월명동
497,더칸,전북 군산시 수송북로 3,수송동
498,송송,전북 군산시 남수송4길 8-7,수송동
499,도원이네,전북 군산시 옥도면 장자도1길 20-4,옥도면
500,정다운베이커리,전북 군산시 대학로 220,신풍동
501,어울림,전북 군산시 옥서면 옥구저수지로 217-1,옥서면
502,완도회집,전북 군산시 비응로 41,소룡동
503,열린공간,전북 군산시 삼학2길 49,삼학동
504,은혜명태,전북 군산시 축동로 39,수송동
505,보물상자,전북 군산시 설림안3길 25,소룡동
506,한국휴게실,전북 군산시 미원로 3,신풍동
507,바른치킨,전북 군산시 번영로 239,개정동
508,성경만두요리전문점,전북 군산시 공단대로 85,수송동
509,송촌꼬마김밥군산점,전북 군산시 축동로 21,수송동
510,미즈도너츠,전북 군산시 공단대로 660,소룡동
511,간단하지만특별한화피디Cafe디레마수송점,전북 군산시 수송동로 37,수송동
512,짬짜루,전북 군산시 공항로 126,미성동
513,블랙홀,전북 군산시 임피면 호원대3길 53,임피면
514,착한장어랑마실밥상,전북 군산시 요죽길 39,소룡동
515,돼지코불막창,전북 군산시 요죽길 41,소룡동
516,명랑시대쌀핫도그,전북 군산시 동아로 146,미성동
517,아빠통닭,전북 군산시 서당길 8,구암동
518,명궁칼국수,전북 군산시 구영4길 16-5,월명동
519,군산촌닭,전북 군산시 소룡2길 60,소룡동
520,이삭토스트군산터미널점,전북 군산시 해망로 17,흥남동
521,청구네가게,전북 군산시 문화로 155,수송동
522,어심횟집,전북 군산시 남수송5길 8-8,수송동
523,미니식당,전북 군산시 칠성5길 180,소룡동
524,청춘감성쌀핫도그,전북 군산시 수송동로 100,수송동
525,불타는청춘포차,전북 군산시 칠성안1길 30,미성동
526,한실골,전북 군산시 하나운3길 12,나운1동
527,방화동커피볶는집,전북 군산시 나운로 162,나운3동
528,꽈배기앤쉐이크,전북 군산시 설림3길 31,소룡동
529,고래포차,전북 군산시 옥도면 선유도3길 33-4,옥도면
530,알통떡강정미룡점,전북 군산시 미제4길 1,나운3동
531,산천장어,전북 군산시 미성로 343,미성동
532,오떡,전북 군산시 축동로 128,흥남동
533,밀월양조장군산수송점,전북 군산시 동수송8길 20,수송동
534,그린달빛,전북 군산시 경촌1길 56,경암동
535,신가네생삼겹,전북 군산시 대학로 491,나운3동
536,"삼대원조감자탕,해장국",전북 군산시 가도로 10,FALSE
537,서소문소바,전북 군산시 하신안길 62,나운1동
538,보배밥상,전북 군산시 남수송4길 8-6,수송동
539,커피브라운,전북 군산시 남수송5길 8-17,수송동
540,밥,전북 군산시 축동로 7,수송동
541,라벨라아이스크림할인매장,전북 군산시 대학로 114-1,삼학동
542,간판없는집,전북 군산시 칠성로 110,미성동
543,끼니&술상,전북 군산시 죽성로 57,중앙동
544,파란포차,전북 군산시 옥도면 선유도3길 33-4,옥도면
545,땅땅치킨,전북 군산시 축동로 37,수송동
546,마인협동조합,전북 군산시 구영3길 33-1,월명동
547,카페오라,전북 군산시 하나운로 20,나운3동
548,선유도포차,전북 군산시 옥도면 선유도3길 33-4,옥도면
549,고향식당,전북 군산시 서수면 항쟁로 213,서수면
550,어부들광장회타운,전북 군산시 비응로 65,소룡동
551,카페베네군산휴게소서울방면,전북 군산시 나포면 서해안고속도로 148,나포면
552,오가네부대찌깨,전북 군산시 조촌4길 25,조촌동
553,충만치킨조촌점,전북 군산시 백릉로 114-1,조촌동
554,호미불닭발,전북 군산시 소룡안2길 1,소룡동
555,핫썬치킨수송점,전북 군산시 서수송안1길 19-5,나운2동
556,"달래김밥&라면,분식",전북 군산시 하나운로 18,FALSE
557,요미케이크,전북 군산시 문화로 70,수송동
558,민지숯불갈비,전북 군산시 미원로 124,흥남동
559,사랑추어탕,전북 군산시 내사1길 23-13,개정동
560,봉달,전북 군산시 나운로 54,나운1동
561,씨씨카페,전북 군산시 산단남북로 177,소룡동
562,달빛주막,전북 군산시 수송로 122,수송동
563,애돈가,전북 군산시 하나운1길 33,나운1동
564,미스사이공,전북 군산시 대학로 322,나운1동
565,떡보의하루수송점,전북 군산시 수송동로 61,수송동
566,감성포차,전북 군산시 경암2길 8,경암동
567,청사초롱,전북 군산시 수송안1길 7-2,수송동
568,음악이야기,전북 군산시 신지길 66,수송동
569,김정호동태찌개,전북 군산시 칠성안1길 46,미성동
570,탐방쉼터,전북 군산시 임피면 서원석곡로 50,임피면
571,파리바게뜨중앙점,전북 군산시 중앙로 136,월명동
572,청정에브리마트브레드킹,전북 군산시 동메2길 8,흥남동
573,할리스커피,전북 군산시 수송북로 22,수송동
574,릭쇼우동,전북 군산시 구영7길 125,월명동
575,군산우럭,전북 군산시 동수송9길 3,수송동
576,모던통닭군산미장점,전북 군산시 미장안7길 18,수송동
577,청춘핫도그미룡점,전북 군산시 황룡안길 50,나운3동
578,청춘핫도그,전북 군산시 하나운로 63,나운2동
579,부길국밥,전북 군산시 칠성로 148,미성동
580,맛닭꼬군산대점,전북 군산시 미제1길 6,나운3동
581,엠투,전북 군산시 임사길 71,미성동
582,명랑시대쌀핫도그,전북 군산시 의료원로 147,나운3동
583,동네방네,전북 군산시 풍문2길 34,흥남동
584,인생찻집술집,전북 군산시 성산면 오성로 225,성산면
585,세컨,전북 군산시 부곡4길 11-5,나운3동
586,우즈벡,전북 군산시 요죽길 59,소룡동
587,뚱이네,전북 군산시 가도로 189,소룡동
588,남원성,전북 군산시 신설2길 6-8,나운1동
589,795왕돈까스,전북 군산시 대학로 322,나운1동
590,오가네,전북 군산시 미원로 45-1,삼학동
591,자금성,전북 군산시 나포면 외곤1길 4,나포면
592,청춘감성쌀핫도그,전북 군산시 백토로 244,나운3동
593,장어골숯불구이,전북 군산시 미장7길 11,수송동
594,남도아구,전북 군산시 칠성안1길 17,미성동
595,새만금군산건어물,전북 군산시 옥도면 선유북길 107,옥도면
596,셰프의선물베이커리,전북 군산시 서수송안2길 8,나운2동
597,할머니백숙,전북 군산시 계산2길 78,수송동
598,솥뚜껑생삼겹살,전북 군산시 동수송7길 6,수송동
599,열대자식당,전북 군산시 미성로 132,미성동
600,창성양꼬치,전북 군산시 진포로 223,경암동
601,오성황제해물짬뽕,전북 군산시 신촌남길 11,나운3동
602,이모세애끼,전북 군산시 팔마로 144,흥남동
603,아빠애족발,전북 군산시 미룡로 12,나운3동
604,청아명태찜,전북 군산시 남수송1길 9,수송동
605,피자마루조촌점,전북 군산시 경기장로 141,조촌동
606,옛날짜장,전북 군산시 구영7길 43,월명동
607,군산해물찜,전북 군산시 동수송9길 15,수송동
608,여방식당,전북 군산시 소룡길 53,소룡동
609,해와달연탄구이,전북 군산시 미성로 562,나운3동
610,효덕목장,전북 군산시 월명로 298,수송동
611,영자클럽군산조촌점,전북 군산시 조촌4길 13,조촌동
612,탐라해장국,전북 군산시 수송남로 16,수송동
613,변사또,전북 군산시 신지길 27,수송동
614,청춘감성쌀핫도그,전북 군산시 경기장로 149,조촌동
615,밥스토리,전북 군산시 번영로 239,개정동
616,청춘감성쌀핫도그군산미장점,전북 군산시 미장안길 7,수송동
617,오도르티,전북 군산시 신영1길 9,중앙동
618,정쉐프의덤앤덤,전북 군산시 수송로 16,나운1동
619,신통치킨,전북 군산시 미장11길 16,수송동
620,끼니,전북 군산시 미장안길 17,수송동
621,돔뮤직홀,전북 군산시 부곡4길 11-2,나운3동
622,태양닭오리,전북 군산시 나운로 91,나운2동
623,숙이네지지미,전북 군산시 칠성6길 179,소룡동
624,청춘감성핫도그수송롯데마트점,전북 군산시 축동안길 44,수송동
625,장수식당,전북 군산시 나운5길 46,나운2동
626,미사리밀빛초계국수,전북 군산시 계산2길 90,수송동
627,정이가,전북 군산시 칠성안2길 104,소룡동
628,청담삼굡,전북 군산시 남수송1길 7-5,수송동
629,마구로쎈,전북 군산시 요죽안2길 44,소룡동
630,서울갈비,전북 군산시 비응동로 82,소룡동
631,명랑핫도그군산나운2호점,전북 군산시 문화로 36,나운2동
632,돼지촌,전북 군산시 옥산면 대위로 8,옥산면
633,콩나물국밥,전북 군산시 산북로 208,소룡동
634,응답하라쓰리포,전북 군산시 수송북로 22,수송동
635,1+1치킨하우스,전북 군산시 동수송9길 9,수송동
636,일신옥,전북 군산시 구영7길 20,월명동
637,샤넬휴게실,전북 군산시 대야면 만자로 48,대야면
638,밀마당,전북 군산시 상지곡안1길 18,수송동
639,본죽&비빔밥,전북 군산시 월명로 245,수송동
640,조개클럽,전북 군산시 하나운안2길 17,나운1동
641,한끼맛있다,전북 군산시 동수송안길 23,수송동
642,치킨스토리,전북 군산시 가도로 193,소룡동
643,대박부대찌개,전북 군산시 현충로 71,나운3동
644,파스쿠찌,전북 군산시 나운로 117,나운2동
645,1박2일칼국수,전북 군산시 비응로 36,소룡동
646,얼큰이칼국수,전북 군산시 요죽3길 16,소룡동
647,군산종로할머니손칼국수,전북 군산시 수송로 185,수송동
648,야옹,전북 군산시 월명로 272,수송동
649,통큰한돈가,전북 군산시 공항로 115,소룡동
650,버거드림,전북 군산시 은파순환길 174,나운3동
651,장터마을,전북 군산시 하나운안1길 25,나운1동
652,군산횟집,전북 군산시 비응로 35,소룡동
653,크리스탈,전북 군산시 임사길 71,미성동
654,명촌올푸드,전북 군산시 나운2길 34,나운2동
655,울랄라호프,전북 군산시 동령길 48,월명동
656,막사발,전북 군산시 하신1길 16,나운1동
657,쎄븐스카이,전북 군산시 비응남1길 6,소룡동
658,또바기,전북 군산시 부원로 97,미성동
659,아프리카,전북 군산시 부원로 123,미성동
660,월명옥,전북 군산시 중정길 51,월명동
661,리허설,전북 군산시 수송안길 37,수송동
662,목련,전북 군산시 미원안길 38,흥남동
663,미니포차,전북 군산시 경암2길 8,경암동
664,순대일번지,전북 군산시 칠성1길 31,미성동
665,불탄곱창,전북 군산시 나운로 1,나운2동
666,돌풍식당,전북 군산시 해망로 158-1,중앙동
667,군산수협22호태화수산,전북 군산시 구암3.1로 71-3,경암동
668,예향정,전북 군산시 동수송안길 43,수송동
669,곰작골나주곰탕,전북 군산시 옥구읍 동마산길 5-2,옥구읍
670,맥주통생맥주,전북 군산시 나운안3길 6-3,나운2동
671,더한잔,전북 군산시 동수송7길 14,수송동
672,투썸플레이스,전북 군산시 남수송3길 43,수송동
673,수요일,전북 군산시 상지곡1길 14-6,수송동
674,나그네길,전북 군산시 부골2길 49,조촌동
675,깻잎두마리칩킨,전북 군산시 소룡안3길 19,미성동
676,별빛소나타,전북 군산시 동수송8길 16,수송동
677,군산부대찌개,전북 군산시 옥서면 신장원길 19,옥서면
678,하늘식당보신탕전문,전북 군산시 대야면 백마길 17,대야면
679,황소고을식당,전북 군산시 임피면 동군산로 717,임피면
680,김제식당,전북 군산시 해망로 17,흥남동
681,대정칼국수,전북 군산시 구영7길 32-1,월명동
682,본죽앤비빔밥카페군산대학교점,전북 군산시 황룡로 9,나운3동
683,감탄떡볶이산북점,전북 군산시 동아로 153,미성동
684,감탄떡볶이지곡점,전북 군산시 신지길 11,수송동
685,감탄떡볶이군산신일점,전북 군산시 의료원로 163,나운3동
686,감탄떡볶이수송점,전북 군산시 수송동로 73,수송동
687,감탄떡볶이나운점,전북 군산시 백토로 113,나운2동
688,감탄떡볶이군산대점,전북 군산시 황룡로 10,나운3동
689,테트리스찜닭,전북 군산시 하나운안1길 27,나운1동
690,아·제스시,전북 군산시 수송안3길 3-7,수송동
691,시민포차,전북 군산시 공항로 82-5,소룡동
692,에이비씨커피군산대점,전북 군산시 대학로 553,나운3동
693,신애홍어가맥,전북 군산시 상나운로 118,나운1동
694,신신불닭발,전북 군산시 나운안1길 7,나운2동
695,새만금식당,전북 군산시 새만금북로 231,소룡동
696,대야장터국밥,전북 군산시 대야면 만경로 1933,대야면
697,조여사네,전북 군산시 백토로 30-6,신풍동
